Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1673534,6-May-20,Oklahoma,Norman,NE 36th St and Alameda St,0,1,N/A
1675018,6-May-20,Florida,Interlachen,Arrowhead Dr,0,1,N/A
1673504,5-May-20,North Carolina,Lumberton,4390 Fayetteville Rd,0,1,N/A
1673019,4-May-20,Virginia,Lynchburg,21556 Timberlake Rd,0,1,N/A
1673529,4-May-20,Oregon,Roseburg,6000 Lookingglass Rd,0,1,N/A
1672495,4-May-20,Missouri,Saint Louis,5400 block of Bircher Blvd,0,1,N/A
1671663,3-May-20,Louisiana,New Orleans,Hammond St and Werner St,0,1,N/A
1671295,3-May-20,Kentucky,Lexington,1200 block of Old Main St,0,1,N/A
1671256,3-May-20,Pennsylvania,Elizabethtown,50 block of E High St,0,1,N/A
1672093,3-May-20,Alabama,Gaylesville,N/A,0,1,N/A
1671100,3-May-20,Florida,Jacksonville,5202 La Ventura Dr E,0,1,N/A
1672693,3-May-20,Connecticut,Mystic,335 Judson Ave,0,1,N/A
1672691,3-May-20,Wisconsin,Waupaca,2000 block of Otter Dr,0,1,N/A
1671282,2-May-20,Alabama,Fairfield,7201 Aaron Aronov Dr,0,1,N/A
1673657,2-May-20,Arizona,Casa Grande,1800 E Florence Blvd,0,1,N/A
1671057,2-May-20,Illinois,Chicago,5000 block of S Kostner Ave,0,1,N/A
1671603,2-May-20,Texas,Mission,FM 676 and Western Rd,0,1,N/A
1674025,2-May-20,Pennsylvania,Darby (Collingdale),100 block of Wayne Ave,0,1,N/A
1670512,1-May-20,Mississippi,Meridian,1900 block of 14th St,0,1,N/A
1670765,1-May-20,Michigan,Jackson,1st St and Morrell St,0,1,N/A
1670031,1-May-20,Texas,San Antonio,1700 block of W Thorain Blvd,0,1,N/A
1675680,1-May-20,Georgia,Marietta,293 Pat Mell Rd W,0,1,N/A
1670603,1-May-20,Michigan,Port Austin,2941 Port Austin Rd,0,1,N/A
1670035,1-May-20,Alabama,Pinson,9100 block of Cedar Mountain Rd,1,1,N/A
1669614,30-Apr-20,Oklahoma,Guthrie,1608 S Division St,0,2,N/A
1669570,30-Apr-20,Virginia,Richmond,10200 block of Ronaldton Rd,0,1,N/A
1668887,29-Apr-20,Arizona,Phoenix,4139 E McDowell Rd,0,1,N/A
1680576,29-Apr-20,New Mexico,Kirtland,801 W Maple St,0,1,N/A
1670041,29-Apr-20,California,Stockton,2100 block of Green River Ln,0,1,N/A
1669282,29-Apr-20,Tennessee,Rockwood,1064 N Gateway Ave,0,1,N/A
1667910,28-Apr-20,West Virginia,Camp Creek,Stovall Ridge Rd,0,2,N/A
1667757,28-Apr-20,Mississippi,Hattiesburg,6072 US-98,0,1,N/A
1667762,27-Apr-20,Iowa,Maquoketa,8864 IA-64,0,1,N/A
1667753,27-Apr-20,Indiana,Fort Wayne,4100 block of S Harrison St,0,1,N/A
1666584,26-Apr-20,Louisiana,Alexandria,3000 block of Culpepper Rd,0,1,N/A
1667252,26-Apr-20,Virginia,Woodbridge,13700 block of Kingsman Rd,0,1,N/A
1666955,26-Apr-20,Wisconsin,Portage,500 block of W Wisconsin St,0,1,N/A
1665963,25-Apr-20,Florida,Ocala,NW Fourth Ave and Eighth Place,0,2,N/A
1667608,25-Apr-20,Oregon,Gold Beach,Thimbleberry Rd,0,1,N/A
1666715,25-Apr-20,Kansas,Roxbury,N/A,0,1,N/A
1667383,24-Apr-20,Michigan,Williamston,Meech Rd and Grand River Ave,0,1,N/A
1665831,24-Apr-20,California,Reseda,7800 block of Melvin Ave,0,1,N/A
1664929,24-Apr-20,Illinois,Chicago,6243 S Drexel Ave,0,1,N/A
1666930,24-Apr-20,Texas,Houston,1500 block of Daisey Bell Ln,0,1,N/A
1665084,24-Apr-20,Kansas,Topeka,4300 block of SW Lincolnshire Rd,0,1,N/A
1664628,23-Apr-20,Florida,Jacksonville,Confederate Point Rd,0,1,N/A
1664671,23-Apr-20,Florida,Tampa,12000 block of Spicer Pl,0,2,N/A
1665550,22-Apr-20,Missouri,Salem (county),N/A,0,1,N/A
1664500,22-Apr-20,Florida,Lakeland,New Tampa Hwy,0,1,N/A
1663348,21-Apr-20,Nebraska,Omaha,N 39th St and Kansas Ave,0,1,N/A
1664038,21-Apr-20,Indiana,East Chicago,3600 block of Michigan Ct,0,1,N/A
1663475,20-Apr-20,North Carolina,Jones (county),N/A,0,1,N/A
1662345,20-Apr-20,Florida,Kissimmee,246 Strathmore Cir,1,1,N/A
1662863,19-Apr-20,Illinois,Quincy,900 block of Washington St,0,1,N/A
1665333,19-Apr-20,Minnesota,Baxter,4800 block of Cedar Scenic Rd,0,1,N/A
1662666,19-Apr-20,Vermont,Brattleboro (Guilford),Lee Road,0,1,N/A
1662627,19-Apr-20,Michigan,Lansing,1900 block of W Malcolm X St,0,1,N/A
1661777,19-Apr-20,Illinois,Chicago,3000 block of W Flournoy St,0,1,N/A
1662366,19-Apr-20,Illinois,Quincy,900 block of Washington St,0,1,N/A
1663037,19-Apr-20,Missouri,Quincy,900 block of Washington St,0,1,N/A
1661391,18-Apr-20,Massachusetts,Boston,21 Nazing St,0,1,N/A
1661995,18-Apr-20,Pennsylvania,Scranton,Donnelly Ct,0,1,N/A
1661233,17-Apr-20,Texas,Lake Jackson,100 block of Lake Rd,0,1,N/A
1661231,17-Apr-20,California,Long Beach,3100 block of 64th St,0,1,N/A
1661516,17-Apr-20,California,Sacramento,Somerset Dr and Todhunter Ave,1,1,N/A
1661007,17-Apr-20,Alabama,Fairhope,Founders Dr,0,1,N/A
1661609,17-Apr-20,Louisiana,Jeanerette,600 block of Kern St,0,1,N/A
1660791,16-Apr-20,North Carolina,Macon (county),N/A,0,1,N/A
1660668,16-Apr-20,Arizona,Phoenix,Roosevelt St and 35th Ave,0,1,N/A
1663202,16-Apr-20,Wisconsin,Beloit,1100 block of McKinley Ave,0,1,N/A
1659934,16-Apr-20,Arizona,Phoenix,3200 W Pierce St,0,1,N/A
1660426,16-Apr-20,South Carolina,North Charleston,2600 block of Martha Dr,0,1,N/A
1660118,15-Apr-20,Georgia,Atlanta,700 block of Formwalt St SW,0,1,N/A
1659955,15-Apr-20,Indiana,Edinburgh,480 Prosser Dr,0,1,N/A
1659571,15-Apr-20,Hawaii,Hauula,54-242 Hauula Homestead Rd,0,1,N/A
1659839,15-Apr-20,Louisiana,Shreveport,6900 block of Gold Leaf Cir,0,1,N/A
1659810,15-Apr-20,New Jersey,Hackensack,Central Ave and 1st St,0,1,N/A
1658988,14-Apr-20,Mississippi,Starkville,160 Hollywood Blvd,0,1,N/A
1659370,14-Apr-20,District of Columbia,Washington,5200 block of Astor Pl SE,0,2,N/A
1658687,13-Apr-20,Georgia,Evans,817 Cummings Rd,0,1,N/A
1658462,13-Apr-20,Vermont,Burlington,N Winooski Ave,0,1,N/A
1658034,12-Apr-20,Michigan,Lake Orion (Orion Township),1300 block of Silverbell Rd,0,1,N/A
1658703,12-Apr-20,Tennessee,Lafayette,Perrigo Lane,0,1,N/A
1660658,11-Apr-20,South Carolina,Horry (county),N/A,0,1,N/A
1670366,11-Apr-20,Virginia,Giles (county),N/A,0,1,N/A
1656735,10-Apr-20,Florida,Palm Beach Gardens (Riviera Beach),1000 Block of W 26th St,1,1,N/A
1655454,9-Apr-20,Illinois,Chicago,945 W Belmont Ave,0,2,N/A
1658039,9-Apr-20,Texas,New Boston,Co Rd 2002,0,1,N/A
1655998,9-Apr-20,Mississippi,Jackson,Del Rosa Dr,0,1,N/A
1655688,8-Apr-20,Michigan,Detroit,E McNichols and Pelkey St,0,1,N/A
1654847,8-Apr-20,Illinois,Chicago,2153 W 72nd St,0,1,N/A
1655083,8-Apr-20,Illinois,Alton,Madison Ave and Hayden St,0,1,N/A
1655496,8-Apr-20,Ohio,Fremont,OH-412,0,1,N/A
1656139,8-Apr-20,Florida,West Palm Beach,N/A,0,1,N/A
1655905,8-Apr-20,Louisiana,Shreveport,2900 block of Peach St,0,2,N/A
1654404,7-Apr-20,North Carolina,Spindale,191 Guffey Road,0,1,N/A
1654654,7-Apr-20,North Carolina,Raleigh,6808 Whispering Falls Run,0,1,N/A
1654605,7-Apr-20,Maine,Westbrook,Central St,0,1,N/A
1654546,7-Apr-20,Florida,Orlando,4200 block of Lake Richmond Dr,0,1,N/A
1655418,7-Apr-20,Missouri,Jefferson City,N/A,0,1,N/A
1653468,6-Apr-20,Texas,San Antonio,2500 Jackson Keller Rd,0,1,N/A
1653291,6-Apr-20,Mississippi,Vicksburg,200 block of Demby Dr,0,1,N/A
1653415,6-Apr-20,New York,Brooklyn,410 Sutter Ave,0,1,N/A
1653912,6-Apr-20,Michigan,Pontiac,100 block of Lake St,0,1,N/A
1653780,6-Apr-20,Delaware,Millsboro,Rd 413 and Daisey Rd,0,1,N/A
1653623,6-Apr-20,Texas,Fort Worth,812 East Felix St,0,2,N/A
1653027,6-Apr-20,Missouri,Kansas City,5600 block of Richmond Ave,0,1,N/A
1653524,5-Apr-20,West Virginia,Martinsburg,Ridge Rd S,0,1,N/A
1656401,5-Apr-20,Illinois,Lake Zurich (Hawthorn Woods),50 block of Darlington Dr,0,1,N/A
1652839,5-Apr-20,North Carolina,Durham,1215 Truman St,0,1,N/A
1652940,5-Apr-20,Georgia,Atlanta,1739 MLK Jr Dr SW,0,1,N/A
1652876,5-Apr-20,South Carolina,Florence,Willow Trace Dr,0,1,N/A
1653098,4-Apr-20,Virginia,Craigsville,200 block of Lehigh Rd,0,1,N/A
1652399,4-Apr-20,Washington,Tacoma,4000 block of S Lawerence St,0,1,N/A
1655903,4-Apr-20,Florida,Lady Lake,797 Teague Trail,0,1,N/A
1651813,3-Apr-20,Wisconsin,Milwaukee,2900 block of N 23rd St,0,1,N/A
1650938,2-Apr-20,Illinois,Marengo,20014 E Grant Hwy,0,1,N/A
1651201,2-Apr-20,Illinois,Chicago,4400 block of W Carroll Ave,0,1,N/A
1651094,2-Apr-20,Louisiana,Shreveport,800 block of West 72nd St,0,1,N/A
1649844,1-Apr-20,North Carolina,Charlotte,Nobles Ave and Innovation Dr,0,1,N/A
1650158,1-Apr-20,Kansas,Topeka,1200 block of NW Harrison St,0,1,N/A
1650294,1-Apr-20,Wisconsin,Madison,N Paterson St and E Washington Ave,0,2,N/A
1650451,1-Apr-20,Maine,Poland,N/A,0,1,N/A
1649969,1-Apr-20,Virginia,Richmond,9100 Three Chopt Rd,0,1,N/A
1670425,1-Apr-20,North Carolina,Lexington,Federal St,0,1,N/A
1649916,31-Mar-20,Pennsylvania,Erie,600 block of Reed St,0,1,N/A
1649022,31-Mar-20,California,Fresno,Fountain Way and 9th St,0,1,N/A
1649613,31-Mar-20,Texas,Fort Worth,1300 block of Willow Glen Cir,0,1,N/A
1649994,30-Mar-20,Virginia,King George,N/A,0,1,N/A
1648447,30-Mar-20,Michigan,Macomb,45301 Chateau Thierry Blvd,0,1,N/A
1650276,30-Mar-20,Michigan,Battle Creek,Goguac St,0,1,N/A
1648398,29-Mar-20,Texas,Cleveland,100 block of CR 3560,0,1,N/A
1648525,29-Mar-20,Iowa,Storm Lake,N/A,0,1,N/A
1649975,29-Mar-20,Iowa,Rock Rapids,300 block of S Adams St,0,1,N/A
1648172,29-Mar-20,New Hampshire,Colebrook (Columbia),N/A,0,1,N/A
1647879,29-Mar-20,Missouri,Saint Louis (Ferguson),200 block of La Motte Lane,0,1,N/A
1648418,28-Mar-20,Nebraska,Bennet,N/A,0,1,N/A
1647814,28-Mar-20,Illinois,Chicago,2700 W Peterson Ave,0,1,N/A
1647756,28-Mar-20,North Carolina,Greenville,105 Greenville Blvd SW,0,1,N/A
1647513,26-Mar-20,California,Tehachapi (Stallion Springs),Capot Ct,0,1,N/A
1646217,26-Mar-20,Connecticut,Bridgeport,Canterbury Ln,0,1,N/A
1646180,26-Mar-20,Florida,Jacksonville,5020 Cleveland Rd,0,1,N/A
1646458,26-Mar-20,District of Columbia,Washington,5000 block of C St SE,0,1,N/A
1647163,26-Mar-20,Louisiana,Schriever,100 block of Brunet St,0,1,N/A
1645470,25-Mar-20,Texas,Houston,N/A,0,1,N/A
1646036,25-Mar-20,Michigan,Battle Creek,800 block of Swift Road,0,1,N/A
1646251,25-Mar-20,Vermont,Cabot,Main St,0,1,N/A
1646169,25-Mar-20,Florida,Ormond Beach,US-1,0,1,N/A
1646115,25-Mar-20,Wisconsin,Madison,1100 block of MacArthur Rd,0,1,N/A
1645967,25-Mar-20,Arizona,Phoenix,19th Ave and Hatcher Rd,0,1,N/A
1647101,25-Mar-20,Nebraska,Raymond,12000 W Branched Oak Rd,0,1,N/A
1645480,24-Mar-20,Texas,Houston,8505 Broadway St,0,1,N/A
1646296,24-Mar-20,Michigan,Benton Harbor,105 S Fair Ave,0,1,N/A
1645624,24-Mar-20,Connecticut,Torrington,Sunny Lane,0,2,N/A
1645171,24-Mar-20,Arizona,Glendale,W Glendale Ave and N 51st Ave,0,1,N/A
1645453,24-Mar-20,Alabama,Mobile,N/A,0,1,N/A
1645373,24-Mar-20,Arizona,Bullhead City,2900 block of Los Pueblos Dr,0,1,N/A
1644338,23-Mar-20,Georgia,Augusta,300 block of E View Dr,0,1,N/A
1646043,23-Mar-20,Oregon,La Grande,500 block of Division Street,0,1,N/A
1643754,22-Mar-20,Illinois,Chicago,3400 block of W Monroe St,0,1,N/A
1643996,22-Mar-20,New York,Brooklyn,Park Ave and N Portland Ave,0,2,N/A
1644156,22-Mar-20,Illinois,Chicago,N/A,0,1,N/A
1643379,21-Mar-20,District of Columbia,Washington,5000 block of Call Pl SE,0,1,N/A
1643818,21-Mar-20,Arizona,Bullhead City,1300 block of Terrace Dr,0,1,N/A
1643195,21-Mar-20,District of Columbia,Washington,2400 block of Alabama Ave SE,0,2,N/A
1643928,21-Mar-20,Texas,Jefferson,Pope City Rd,0,1,N/A
1664477,20-Mar-20,North Carolina,Lexington,Hamil St and Tussey St,0,1,N/A
1642705,20-Mar-20,Georgia,Atlanta,500 Block of Cleveland Ave,0,2,N/A
#######,#######,Rhode Island,NaN,NaN,0,0,N/A
#######,#######,South Dakota,NaN,NaN,0,0,N/A
#######,#######,Wyoming,NaN,NaN,0,0,N/A
