Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1561284,29-Nov-19,Texas,Abilene,800 block of Sunset Dr,1,0,N/A
1560557,28-Nov-19,Maine,Van Buren,116 St. Francis Ave,1,0,N/A
1560553,28-Nov-19,South Carolina,Springfield,N/A,1,0,N/A
1560369,28-Nov-19,Virginia,Hopewell,1000 block of Sunnyside Ave,1,0,N/A
1559714,27-Nov-19,Texas,Houston,5039 Reed Rd,1,0,N/A
1559859,27-Nov-19,California,Fresno,Tyler Ave and Clark St,1,0,N/A
1559758,27-Nov-19,Texas,Houston,9118 Shagbark Dr,1,0,N/A
1559906,26-Nov-19,Indiana,Marion,S Baldwin Ave and Mason Blvd,1,0,N/A
1558906,25-Nov-19,Florida,Homestead,19085 Southwest 320th St,2,0,N/A
1558197,25-Nov-19,Florida,Saint Petersburg,1819 23rd St S,1,0,N/A
1558811,25-Nov-19,Texas,Dallas,1244 N Masters Dr,1,0,N/A
1556110,23-Nov-19,Virginia,Waynesboro,700 block of Ridgewood Rd,1,0,N/A
1562185,23-Nov-19,Pennsylvania,Conneaut Lake,26000 block of Gordon Road,1,0,N/A
1556629,23-Nov-19,Illinois,Peoria,4000 block of W Virden Ct,1,2,N/A
1556829,23-Nov-19,Texas,Fort Worth,5905 Misty Breeze Dr,1,0,N/A
1555823,22-Nov-19,Georgia,Lithonia,Arbor Crossing Dr,1,0,N/A
1555673,22-Nov-19,Mississippi,Jackson,300 block of Lindsey Dr,1,0,N/A
1553904,20-Nov-19,Missouri,Saint Louis,232 Tay Rd,1,0,N/A
1554251,20-Nov-19,California,Los Angeles,2042 W 41st St,1,0,N/A
1553858,19-Nov-19,Mississippi,Jackson,6500 block of Lake Forest Dr,1,0,N/A
1553173,19-Nov-19,Texas,San Antonio,8000 block of Westshire Dr,1,0,N/A
1552316,18-Nov-19,Ohio,Steubenville (Wintersville),Woodvue Ln,1,0,N/A
1551972,17-Nov-19,Missouri,Baring,CR 15 and Deerfield Ave,1,0,N/A
1551411,17-Nov-19,New York,Frankfort,NY-5S,1,0,N/A
1553489,17-Nov-19,Pennsylvania,Union City,5200 block of US-6,1,0,N/A
1551098,16-Nov-19,South Carolina,Pickens,Shady Grove Rd,1,0,N/A
1550315,15-Nov-19,South Carolina,Lancaster,1700 block of Usher Rd,1,0,N/A
1550449,15-Nov-19,Indiana,Elkhart,25800 Brookstream Cir,1,0,N/A
1550200,14-Nov-19,Washington,Marysville,700 block of 86th St NW,1,0,N/A
1548518,13-Nov-19,Arkansas,Fort Smith,4400 block of Windsor,1,0,N/A
1547956,12-Nov-19,New Mexico,Albuquerque,6600 block of Meadow Lake Place NW,1,0,N/A
1546480,11-Nov-19,Pennsylvania,Philadelphia,5700 block of Haddington Ln,1,0,N/A
1547323,11-Nov-19,South Carolina,Greenwood,Taggart Ave,1,0,N/A
1547735,9-Nov-19,Kansas,Arkansas City,500 block of S D St,1,0,N/A
1545423,8-Nov-19,Tennessee,Crossville,218 Genesis Rd,1,0,N/A
1544990,8-Nov-19,Florida,Miami (Cutler Bay),10900 SW 184th St,1,0,N/A
1543208,6-Nov-19,Minnesota,Saint Paul,100 block of Annapolis St E,1,0,N/A
1543478,6-Nov-19,Illinois,Chicago,1000 block of E 133rd St,1,0,N/A
1543427,5-Nov-19,Alaska,Anchorage,E 26th Ave and Aspen Hgts loop,1,0,N/A
1542476,4-Nov-19,Missouri,Warrensburg,108 W South St,1,0,N/A
1541266,3-Nov-19,Florida,Indiantown,14000 block of SW 172nd Ave,1,0,N/A
1541309,2-Nov-19,New York,Penfield,Empire Blvd,1,0,N/A
1540873,2-Nov-19,Texas,Cedar Hill,900 block of S Highland Dr,1,0,N/A
1539793,1-Nov-19,Kentucky,Louisville,2709 W Muhammad Ali Blvd,1,0,N/A
1539761,1-Nov-19,Texas,Houston,6414 Skyview Dr,1,0,N/A
1539159,30-Oct-19,Texas,Conroe,2330 Montgomery Park Blvd,1,0,N/A
1538996,30-Oct-19,Georgia,Duluth,2110 Preston Park Dr NW,1,0,N/A
1539595,30-Oct-19,Mississippi,Hattiesburg,Gandy Ave,1,0,N/A
1535859,27-Oct-19,Alabama,Attalla,525 Country Road,1,1,N/A
1536955,27-Oct-19,Colorado,Colorado Springs,3800 block of Westmeadow Dr,1,0,N/A
1535028,26-Oct-19,Michigan,Battle Creek,26 W Northside Dr,1,0,N/A
1535185,26-Oct-19,New York,Corona (Queens),Foch Blvd and Guy R Brewer Blvd,1,0,N/A
1535085,25-Oct-19,Arkansas,Springdale,3465 Eagle Crest Circle,1,0,N/A
1533271,23-Oct-19,Arkansas,Arkadelphia,Red Hill Rd,1,0,N/A
1535476,23-Oct-19,Utah,Willard,226 E 660 S,1,0,N/A
1533610,23-Oct-19,Indiana,Mooresville,2749 E CR-800 S,1,0,N/A
1532400,21-Oct-19,Texas,Fort Worth,7440 Beckwood Dr,1,0,N/A
1531818,21-Oct-19,Michigan,Coopersville,16600 block of 80th Ave,1,0,N/A
1531137,20-Oct-19,Virginia,Richmond,1200 block of Admiral Gravely Blvd,1,0,N/A
1531412,20-Oct-19,Wisconsin,Milwaukee,1700 block of W Capitol Dr,1,0,N/A
1531010,20-Oct-19,Texas,San Antonio,9800 block of Colonnade Blvd,1,0,N/A
1531661,20-Oct-19,Michigan,Lansing,100 block of W Fairfield Ave,1,0,N/A
1530965,20-Oct-19,Texas,Port Arthur,1100 block of Vicksburg Ave,1,3,N/A
1531121,20-Oct-19,Illinois,Chicago,6600 block of S Bishop St,1,0,N/A
1531063,19-Oct-19,Missouri,Columbia,4400 block of Rice Rd,1,0,N/A
1542057,19-Oct-19,Ohio,Cincinnati,2500 block of Mustang Dr,1,0,N/A
1528713,17-Oct-19,Indiana,Mooresville,E Centenary Rd and N Kitchen Rd,1,0,N/A
1526761,14-Oct-19,Louisiana,Ethel,6430 LA 19,1,0,N/A
1526131,13-Oct-19,Tennessee,Nashville,3400 Alameda St,1,0,N/A
1526320,12-Oct-19,Oregon,Scappoose,Scappoose Vernonia Hwy,1,0,N/A
1523848,10-Oct-19,Tennessee,Ridgetop,2023 Lake Rd,1,0,N/A
1522472,8-Oct-19,Texas,Lubbock,3500 block of County Rd 6000,1,0,N/A
1522917,8-Oct-19,Maine,Eustis,N/A,1,0,N/A
1523339,8-Oct-19,Montana,Ronan,Parizeau Ln,1,0,N/A
1527348,6-Oct-19,Wisconsin,Marinette (county),N/A,1,0,N/A
1521090,6-Oct-19,New Jersey,Paterson,133 Harrison St,1,0,N/A
1520520,6-Oct-19,California,Fresno,3300 block of E Normal Ave,1,0,N/A
1520107,5-Oct-19,Alabama,Friendship,N/A,1,0,N/A
1521125,5-Oct-19,South Carolina,Hanahan,5800 block of Robinson St,1,0,N/A
1519354,4-Oct-19,Indiana,Indianapolis,8700 block of Pemberton Cir,1,0,N/A
1518529,3-Oct-19,Georgia,Atlanta,2900 block of River Ridge Dr,1,0,N/A
1517767,2-Oct-19,Georgia,Decatur,2500 block of Columbia Dr,1,0,N/A
1517546,2-Oct-19,Florida,Gulf Breeze,1000 Block of Coronado Ct,1,0,N/A
1517049,1-Oct-19,New York,Corona (Queens),106-06 160th St,1,0,N/A
1515980,30-Sep-19,North Carolina,Charlotte,210 E Trade St,1,0,N/A
1515339,29-Sep-19,Rhode Island,Providence,15 Detroit Ave,1,1,N/A
1515403,29-Sep-19,New Mexico,Albuquerque,3900 block of Garcia St NE,1,0,N/A
1514898,28-Sep-19,Texas,San Antonio,900 block of Pine Eagle Ln,1,0,N/A
1515030,28-Sep-19,Georgia,Brunswick,578 Myers Hill Rd,1,0,N/A
1516320,28-Sep-19,Pennsylvania,Waynesburg,Garards Fort Rd,1,0,N/A
1514922,27-Sep-19,Ohio,Columbus,S Harris Ave,1,0,N/A
1514363,26-Sep-19,North Carolina,Winston Salem (Winston-salem),2022 Bloomfield Dr,1,0,N/A
1512772,25-Sep-19,Texas,Spring,810 Rayford Rd,1,0,N/A
1511907,24-Sep-19,Missouri,Kansas City (Gladstone),41 NE 60th Terrace,1,0,N/A
1608875,22-Sep-19,Kentucky,Covington,3000 block of Sugar Camp Rd,1,0,N/A
1511135,22-Sep-19,Illinois,Decatur,1400 block of E Johns Ave,1,0,N/A
1509915,21-Sep-19,New York,Newburgh,Liberty Street and Clinton Street,1,1,N/A
1509367,20-Sep-19,Louisiana,Baton Rouge,9643 Balboa Dr,1,0,N/A
1508756,19-Sep-19,Wisconsin,Milwaukee,N 5th St and W Center St,1,0,N/A
1506553,17-Sep-19,Wisconsin,Reeseville,Mud Lake Rd,1,0,N/A
1504579,15-Sep-19,Texas,Arlington,1409 Cloyne Dr,1,1,N/A
1504619,15-Sep-19,Texas,Fort Worth,7700 block of Greengage Dr,1,0,N/A
1505334,15-Sep-19,Michigan,Detroit,16600 block of Belton St,1,0,N/A
1503927,14-Sep-19,Kentucky,Louisville,2400 block of Elliot Ave,1,0,N/A
1502475,12-Sep-19,Missouri,Saint Louis,9605 Jacobi Ave,1,0,N/A
1502851,12-Sep-19,Florida,Lake Worth (Palm Springs),2500 block of Springdale Blvd,1,0,N/A
1501152,10-Sep-19,Pennsylvania,Philadelphia,2500 block of N 9th St,1,1,N/A
1501228,10-Sep-19,Iowa,Fort Dodge,721 N 8th St,1,0,N/A
1500260,9-Sep-19,Massachusetts,Auburn,15 St Mark St,1,0,N/A
1499671,8-Sep-19,Michigan,Grand Rapids,1000 block of Clancy Ave NE,1,0,N/A
1499567,8-Sep-19,Pennsylvania,Pittsburgh,300 block of Fingal St,1,0,N/A
1499224,7-Sep-19,Washington,Lynnwood,2500 204th Place SW,1,0,N/A
1501194,6-Sep-19,Washington,Selah,500 block of Selah Ave,1,0,N/A
1496835,4-Sep-19,Connecticut,Danbury,17 Silversmith Dr,1,0,N/A
1494737,2-Sep-19,California,Oakland,2100 block of East 22nd St,1,0,N/A
1494294,1-Sep-19,Louisiana,Shreveport,326 E Stoner Ave,1,0,N/A
1494530,1-Sep-19,Mississippi,Carriere,11101 Preacher Powell Rd,1,0,N/A
1495103,1-Sep-19,Alabama,Geneva,E Latimer Ave,1,0,N/A
1494302,1-Sep-19,Louisiana,Lafayette,100 block of S June Dr,1,0,N/A
1498326,31-Aug-19,Illinois,Galesburg,Bateman St,1,0,N/A
1491718,29-Aug-19,Michigan,Detroit,1781 S Fort St,1,1,N/A
1490546,28-Aug-19,Virginia,Petersburg,100 block of Lieutenants Run Dr,1,0,N/A
1489985,27-Aug-19,Illinois,Dolton,1203 E 142nd St,1,0,N/A
1490936,27-Aug-19,Louisiana,Marrero,6100 block of Adam Dr,1,0,N/A
1488879,26-Aug-19,Pennsylvania,Gordon,604 Hobart St,1,0,N/A
1488638,26-Aug-19,Pennsylvania,Gordon,604 Hobart St,1,0,N/A
1490607,25-Aug-19,Alabama,Huntsville,Rime Village Dr,1,0,N/A
1487550,24-Aug-19,Florida,Daytona Beach,212 S Keech St,1,0,N/A
1486568,23-Aug-19,Alabama,Birmingham (Tarrant),1135 Pinson Valley Pkwy,1,0,N/A
1486893,23-Aug-19,Florida,Tallahassee,1700 Joe Louis St,1,0,N/A
1485322,21-Aug-19,Illinois,Dolton,14900 block of Oak St,1,0,N/A
1483899,20-Aug-19,Pennsylvania,York,258 E Philadelphia St,1,0,N/A
1482238,18-Aug-19,Florida,Miami (Cutler Bay),19820 Dothan Rd,1,0,N/A
1481936,17-Aug-19,California,Poway,13409 Midland Rd,1,0,N/A
1482469,17-Aug-19,Oklahoma,Clinton,14th St and Dunn Ave,1,0,N/A
1481679,17-Aug-19,Kansas,Topeka,2229 SE Ohio Ave,1,0,N/A
1482423,17-Aug-19,Ohio,Cincinnati,900 block of Dana Ave,1,0,N/A
1481968,16-Aug-19,Texas,Fort Worth,4245 Wilbarger St,1,0,N/A
1481415,16-Aug-19,Alabama,Montgomery,Coronet Drive,1,0,N/A
1479992,14-Aug-19,West Virginia,Nitro,1324 Main Ave,1,0,N/A
1481097,14-Aug-19,Arizona,Phoenix,39th Avenue and Van Buren Street,1,0,N/A
1479182,14-Aug-19,Texas,Dallas,3535 Munger Ave,1,0,N/A
1480024,14-Aug-19,Utah,Saint George (St George),252 N 2700 East,1,0,N/A
1485063,12-Aug-19,Nevada,Las Vegas,5000 block of Duneville St,1,0,N/A
1477032,11-Aug-19,Michigan,Lansing,Leslie St and Walsh St,1,0,N/A
1476537,11-Aug-19,Ohio,Cincinnati,2100 block of Queen City Ave,1,1,N/A
1475708,10-Aug-19,Ohio,Fairfield,5800 block of Sigmon Way,1,0,N/A
1473393,8-Aug-19,Kansas,Olathe,12500 S Constance St,1,0,N/A
1474852,8-Aug-19,Illinois,Bensenville,200 block of George St,1,0,N/A
1473306,6-Aug-19,New York,Bronx,Sheridan Ave,1,0,N/A
1470479,5-Aug-19,Alabama,Tuscaloosa,301 Helen Keller Blvd,1,2,N/A
1469267,4-Aug-19,Louisiana,Monroe,800 S 7th St,1,0,N/A
1465898,2-Aug-19,Virginia,Colonial Heights,100 block of Bruce Ave,1,0,N/A
1465473,1-Aug-19,Texas,Arlington,Cantor Dr and N Collins St,1,0,N/A
1465536,1-Aug-19,Montana,Toston,Crow Creek Rd,1,0,N/A
1466528,1-Aug-19,Arkansas,Little Rock,8900 block of Merrivale Dr,1,0,N/A
1464941,30-Jul-19,Arizona,Tucson,4700 block of Linden Street,1,0,N/A
1462854,30-Jul-19,Arizona,Tucson,4700 block of E Linden St,1,0,N/A
1462610,29-Jul-19,Pennsylvania,Columbia,102 N 3rd St,1,0,N/A
1461110,28-Jul-19,Illinois,Chicago,9600 block of S Escanaba Ave,1,0,N/A
1462286,27-Jul-19,Alaska,Saint Marys,N/A,1,0,N/A
1459239,26-Jul-19,Illinois,Aurora,400 block of E Benton St,1,0,N/A
1460198,26-Jul-19,Texas,Jasper,1100 block of Co Rd 356,1,0,N/A
1457269,25-Jul-19,New Jersey,Atlantic City,102 S Massachusetts Ave,1,0,N/A
1457258,24-Jul-19,Texas,San Antonio,10362 Sahara Dr,1,0,N/A
1456902,24-Jul-19,Texas,San Antonio,1600 block of Romero St,1,0,N/A
1457108,24-Jul-19,Ohio,Harrison,10000 block of Winding Way Dr,1,0,N/A
1455368,22-Jul-19,Georgia,Athens,110 Carriage Ct,1,0,N/A
#######,#######,Delaware,NaN,NaN,0,0,N/A
#######,#######,Hawaii,NaN,NaN,0,0,N/A
#######,#######,Idaho,NaN,NaN,0,0,N/A
#######,#######,South Dakota,NaN,NaN,0,0,N/A
#######,#######,Vermont,NaN,NaN,0,0,N/A
#######,#######,Wyoming,NaN,NaN,0,0,N/A
